experience,skills_score,aptitude_score,coding_speed_sec,sys_design_score,hire
0,45,34,1745,10,1
9,29,64,398,4,1
6,94,32,587,8,1
7,98,70,3247,2,1
6,87,89,155,10,1
8,88,95,589,10,1
0,89,88,151,4,1
9,29,85,895,4,1
8,38,41,3499,3,1
10,95,87,3328,3,1
10,78,59,2461,10,1
12,43,36,2731,8,1
2,99,30,1112,1,1
1,92,67,1204,5,1
5,96,73,812,9,1
10,37,90,716,7,1
4,51,90,3220,7,1
3,38,59,303,6,1
3,57,36,476,9,1
7,40,86,1555,5,1
9,75,66,3337,4,1
12,76,92,1836,7,1
2,68,76,2361,6,1
12,25,40,3590,4,1
0,74,84,2093,5,1
4,21,48,3353,8,1
7,25,42,1449,5,1
2,100,97,1595,2,1
1,49,79,2467,7,1
0,74,87,1325,6,1
12,30,83,682,8,1
3,44,32,2234,8,1
10,54,78,2435,3,1
1,92,60,2868,10,1
7,27,55,2299,4,1
10,86,94,3046,10,1
12,43,91,1556,10,1
9,40,30,1438,8,1
11,35,99,541,9,1
8,65,77,324,5,1
12,55,99,2224,3,1
9,29,57,3145,8,1
0,85,45,3549,8,1
1,36,82,2653,4,0
5,94,55,3283,6,1
12,92,66,558,5,1
9,76,91,452,10,1
11,29,87,895,1,1
6,94,87,296,9,1
1,98,70,2083,2,1
7,85,35,1992,5,1
12,36,61,1862,7,1
9,94,70,719,8,1
8,51,95,2204,3,1
7,88,60,767,9,1
8,37,98,1241,7,1
5,65,83,2428,6,1
10,65,51,1116,7,1
6,21,75,1026,10,1
5,46,52,2172,3,1
6,27,64,2695,5,1
2,47,86,1755,8,1
3,75,35,152,3,1
8,68,78,858,2,1
2,88,81,895,10,1
1,46,61,368,3,1
11,46,72,3127,1,1
12,31,43,2091,1,1
10,23,31,1147,1,1
6,71,57,742,8,1
5,76,98,1279,1,1
2,53,63,3091,9,1
5,69,84,2759,2,1
6,43,79,2207,6,1
5,55,99,3087,4,1
0,72,96,3451,10,1
11,36,95,2552,4,1
0,51,92,2634,9,1
8,73,91,793,4,1
5,79,59,2197,2,1
11,74,38,2560,1,1
1,81,100,515,2,1
10,78,72,2898,5,1
0,95,70,1991,5,1
10,25,89,718,8,1
11,51,99,1735,4,1
1,21,58,3348,5,0
7,35,72,2513,5,1
4,74,89,1377,6,1
6,87,38,1943,9,1
6,47,89,1251,9,1
1,99,86,2390,1,1
3,42,72,2762,6,1
1,66,79,1792,10,1
6,29,95,1911,5,1
4,80,70,2512,2,1
0,72,53,358,6,1
1,87,55,380,9,1
5,78,68,1668,8,1
3,35,77,1897,7,1
6,55,60,993,7,1
1,38,100,3058,10,1
12,40,40,1746,5,1
11,58,34,3205,8,1
1,56,45,1919,6,1
11,76,82,2412,9,1
5,40,93,2020,6,1
7,32,81,3093,1,1
12,20,86,1369,1,1
0,54,95,1410,3,1
4,69,33,3358,2,0
0,72,60,960,6,1
10,28,51,2461,10,1
5,76,73,2872,10,1
6,25,53,963,1,0
5,67,72,3048,10,1
12,78,80,3442,7,1
8,86,79,2256,2,1
2,41,75,3179,4,1
7,40,31,1063,9,1
2,34,71,784,10,1
10,68,41,327,8,1
11,98,79,599,10,1
12,69,40,1968,4,1
12,66,58,3285,8,1
6,98,95,3402,4,1
12,88,94,2047,2,1
4,60,64,1423,3,1
11,41,76,2057,10,1
12,96,77,1658,2,1
0,81,57,1669,2,1
10,97,53,3170,10,1
11,29,53,1581,6,1
3,93,81,1441,4,1
12,38,39,3083,10,1
10,62,73,2195,2,1
8,84,71,3598,1,1
7,46,60,2252,4,1
2,27,73,3214,4,0
1,73,95,3183,2,0
10,100,59,2501,7,1
8,47,83,1265,3,1
0,63,45,1785,10,1
8,43,56,2875,10,1
11,84,40,2589,3,1
6,27,97,3578,8,1
11,21,32,1849,7,1
1,37,61,3143,3,0
10,98,39,2885,1,1
4,80,70,503,3,1
1,61,53,3392,8,1
4,59,38,1372,3,1
6,23,47,217,1,1
4,83,66,923,7,1
1,58,61,905,1,1
10,98,52,3567,6,1
4,96,55,2117,6,1
11,29,95,2386,2,1
11,53,48,1516,10,1
9,46,95,1901,9,1
5,64,76,3435,8,1
4,29,30,1776,6,1
1,96,32,654,9,1
5,56,56,1765,2,1
5,22,97,3559,4,1
11,34,93,854,4,1
1,81,65,1465,8,1
12,28,92,1786,10,1
12,86,73,1526,3,1
3,23,100,2291,3,1
6,48,72,1799,1,1
0,48,83,1814,5,1
0,50,93,2809,2,0
10,79,80,943,6,1
11,41,31,1593,9,1
10,85,79,504,8,1
5,63,84,3374,6,1
6,54,46,2223,5,1
11,31,80,2466,3,1
4,41,40,249,7,1
11,51,83,705,4,1
9,28,74,1653,5,1
7,83,64,328,5,1
10,78,72,556,8,1
3,93,95,213,4,1
2,83,44,2209,6,1
6,67,86,2320,6,1
3,72,50,1695,8,1
0,51,78,2002,6,1
10,73,63,636,2,1
7,60,44,1668,6,1
4,86,75,1630,8,1
12,74,43,3053,4,1
7,54,64,3448,9,1
7,77,97,2537,6,1
11,88,61,1563,7,1
4,20,90,1777,9,1
7,28,43,1480,10,1
6,68,43,1666,4,1
12,87,83,3263,2,1
2,65,52,2246,4,1
3,56,49,1081,7,1
10,96,75,743,10,1
11,96,75,291,6,1
12,38,35,1444,5,1
6,100,98,3496,7,1
3,39,53,2169,6,1
5,58,67,294,5,1
11,34,87,2572,3,1
1,91,56,1329,9,1
11,40,82,3108,8,1
1,73,59,3598,3,0
2,29,41,1471,10,1
9,68,85,1592,3,1
6,20,73,3537,10,1
2,51,73,3192,7,1
11,33,37,778,8,1
2,47,61,3179,5,0
12,59,40,3566,5,1
3,71,86,1807,1,1
9,46,93,3171,10,1
5,34,64,736,2,1
0,80,95,3374,7,1
5,81,86,1904,10,1
7,20,59,2391,6,1
11,23,34,780,6,1
7,58,83,2622,6,1
5,46,71,287,10,1
5,50,100,2013,10,1
12,70,77,1404,9,1
2,61,94,1777,8,1
1,82,34,2425,10,1
6,100,51,3326,2,1
7,49,100,985,8,1
9,26,53,599,7,1
12,73,72,1765,4,1
5,78,50,3345,5,1
4,87,86,1889,1,1
3,91,99,3576,6,1
0,85,66,1714,3,1
8,48,98,1816,2,1
10,78,81,865,7,1
9,53,40,2704,7,1
3,72,87,2896,9,1
1,100,92,1754,6,1
3,59,56,506,4,1
12,77,92,410,4,1
10,48,30,3359,1,0
4,89,69,1323,2,1
1,89,82,2365,6,1
6,68,38,1868,5,1
2,25,87,2095,3,0
7,26,54,380,10,1
3,55,64,982,10,1
11,89,91,1070,3,1
10,20,35,355,4,1
4,41,98,1381,8,1
2,100,78,345,9,1
12,61,40,858,6,1
10,51,55,1477,7,1
4,51,98,284,2,1
8,25,33,3402,7,1
10,25,75,2931,4,1
12,91,87,1345,3,1
1,30,86,1978,6,1
6,48,31,198,4,1
9,52,93,1800,6,1
7,20,66,2494,3,0
2,91,57,2084,10,1
10,96,72,1895,8,1
3,56,32,1847,10,1
12,56,80,3263,3,1
10,45,40,1511,3,1
9,60,69,247,8,1
1,61,48,1187,9,1
9,79,61,3256,3,1
12,22,35,592,8,1
8,32,76,1385,4,1
2,30,71,1863,3,0
8,76,59,437,8,1
12,88,54,1900,1,1
6,84,68,2058,10,1
5,51,41,1710,4,1
10,32,82,2218,7,1
11,36,66,1066,1,1
10,85,91,3264,8,1
2,40,51,1444,1,0
10,89,85,592,10,1
6,73,46,2531,10,1
10,34,33,3126,6,1
2,34,86,2308,6,1
12,28,99,3399,6,1
10,95,47,3320,7,1
5,90,50,2993,1,1
7,40,50,3229,8,1
4,28,98,2604,1,1
10,85,67,2535,8,1
10,90,47,3470,3,1
12,21,47,2456,5,1
2,75,89,2902,8,1
5,31,39,793,1,1
7,75,66,2096,1,1
9,98,42,894,4,1
2,70,64,2694,5,1
11,89,78,1573,9,1
12,78,66,3102,2,1
10,90,73,662,5,1
10,30,64,2483,9,1
4,22,91,1816,3,1
8,53,67,758,2,1
9,38,65,829,8,1
9,26,78,3124,9,1
2,30,67,2198,7,1
12,82,35,707,8,1
11,86,38,3371,9,1
10,75,89,3205,9,1
1,62,34,758,7,1
10,75,54,586,10,1
12,64,51,2676,5,1
7,79,83,1466,5,1
6,52,54,861,7,1
11,47,63,3289,2,1
8,76,80,3207,9,1
3,71,62,258,5,1
2,23,87,615,8,1
9,36,95,274,2,1
4,54,60,690,4,1
10,61,90,426,7,1
0,79,65,1612,6,1
4,45,48,1774,5,1
12,67,69,1067,2,1
12,83,70,1966,8,1
2,36,78,870,8,1
0,91,51,2239,5,1
2,92,44,1417,6,1
4,26,41,2054,2,0
4,84,70,2984,1,1
9,71,55,483,6,1
11,60,84,2846,1,1
7,35,61,550,2,1
10,85,76,3008,10,1
0,91,97,3162,6,1
6,75,100,2975,9,1
4,46,65,2279,7,1
2,37,93,1451,2,1
3,82,71,2754,9,1
2,99,95,776,8,1
7,45,99,1167,2,1
3,41,80,1759,10,1
2,77,69,2885,1,0
1,20,67,691,5,0
2,65,66,976,9,1
6,46,98,3292,4,1
5,63,55,2177,10,1
9,52,43,3308,10,1
11,52,87,2677,4,1
12,73,67,767,8,1
4,44,44,1863,3,1
7,25,64,2627,9,1
10,67,93,2467,7,1
0,79,33,1798,2,0
2,81,96,123,6,1
1,34,41,1378,10,1
1,95,83,884,2,1
11,78,87,1062,6,1
10,57,44,1020,9,1
11,34,54,2537,3,1
0,50,72,3178,6,0
4,84,56,1502,3,1
4,39,69,3365,8,1
2,48,38,1205,7,1
11,94,31,2294,9,1
11,92,37,415,3,1
8,35,78,3556,7,1
11,99,85,2069,1,1
5,52,65,2416,8,1
9,74,50,2254,1,1
5,38,78,3461,10,1
9,69,42,2782,8,1
5,53,89,3454,4,1
1,83,39,294,2,1
10,43,41,1099,1,1
9,51,40,2805,6,1
9,22,98,3584,7,1
7,32,44,2980,2,1
5,31,72,1773,9,1
12,81,97,3161,6,1
2,64,68,1110,3,1
9,43,58,1405,2,1
8,43,70,314,8,1
1,100,66,1746,4,1
6,34,38,3585,2,0
2,69,35,3185,4,1
11,86,80,2308,10,1
5,64,78,3276,8,1
4,84,97,1605,6,1
12,39,82,884,7,1
5,40,72,736,4,1
7,31,44,2597,4,1
2,38,37,2922,5,0
1,21,47,3202,9,0
7,52,37,2238,10,1
0,56,79,1759,9,1
1,29,88,3029,5,0
9,51,57,606,6,1
0,100,93,141,2,1
4,49,66,1181,10,1
7,33,41,2441,9,1
1,24,75,1967,2,0
3,55,30,1343,10,1
3,96,32,3346,3,1
10,77,49,167,2,1
10,99,33,3017,10,1
6,32,54,2062,2,1
0,37,35,1343,8,1
8,27,85,1026,10,1
2,88,50,662,8,1
5,67,35,1475,8,1
9,97,54,1813,1,1
4,22,80,2336,2,1
3,89,95,3481,3,1
8,36,47,1085,10,1
10,70,73,1507,9,1
11,76,55,710,1,1
8,62,80,2459,1,1
0,61,44,879,1,0
6,48,43,796,10,1
9,74,89,1780,6,1
8,89,99,2027,2,1
4,62,100,3371,1,1
0,79,93,538,3,1
7,60,52,490,3,1
4,68,90,1912,1,1
5,97,71,3453,10,1
6,46,93,3243,7,1
9,22,100,1117,10,1
6,100,47,2126,1,1
12,87,91,2739,2,1
11,61,91,2593,1,1
6,96,34,3491,5,1
0,73,67,572,9,1
6,20,40,3350,8,1
10,40,91,2077,7,1
2,86,30,1974,9,1
4,66,54,894,6,1
9,78,67,1879,4,1
4,20,51,3506,4,0
7,33,52,1550,6,1
6,59,48,1691,2,1
6,86,95,3289,6,1
5,28,65,2429,7,1
6,88,82,303,4,1
6,44,84,528,7,1
4,83,55,2938,1,1
4,79,72,3403,7,1
3,52,82,3590,7,1
3,24,96,593,5,1
4,95,71,1443,3,1
9,71,48,3249,3,1
8,94,45,624,10,1
10,52,74,147,4,1
11,35,63,2135,1,1
5,22,66,206,10,1
7,24,68,1491,6,1
8,81,56,2927,6,1
11,38,51,3591,3,1
3,30,49,627,6,1
11,92,96,2065,3,1
12,37,67,1964,9,1
6,31,48,3537,3,0
4,62,72,3138,4,1
3,69,78,461,4,1
11,59,39,2786,10,1
6,96,34,397,1,1
2,54,58,1859,3,1
0,76,73,1596,10,1
6,75,93,2599,6,1
8,47,47,2722,4,1
1,81,45,1940,8,1
6,34,40,875,9,1
9,27,59,662,1,1
1,34,39,742,6,1
12,84,32,1080,6,1
12,54,38,3315,4,1
2,77,71,2187,2,1
12,95,43,201,7,1
9,28,50,1647,6,1
11,58,37,2828,4,1
9,40,74,3009,6,1
2,79,74,416,2,1
11,62,58,1100,1,1
12,82,68,1512,5,1
3,61,42,863,3,1
5,53,71,1841,10,1
2,36,71,2022,4,1
12,84,96,1595,2,1
8,44,51,2718,4,1
1,77,94,1258,3,1
6,29,30,1543,8,1
5,97,37,1268,2,1
1,25,72,1487,1,0
10,69,83,940,4,1
2,39,43,2561,7,0
5,65,43,512,3,1
9,95,55,1031,4,1
3,30,84,2002,8,1
0,98,83,910,5,1
0,47,59,3252,8,1
2,21,72,2493,2,0
7,83,89,701,3,1
10,33,60,930,9,1
3,88,84,2057,1,1
10,93,100,2382,9,1
0,97,77,2240,1,1
7,100,33,3560,10,1
9,47,52,2667,7,1
5,57,97,769,6,1
0,52,93,1952,2,1
11,73,96,2819,5,1
9,79,89,1175,10,1
9,23,74,626,9,1
5,73,45,907,4,1
0,40,30,2050,8,0
9,44,79,2454,3,1
9,70,41,755,7,1
2,34,47,1381,9,1
1,97,70,3264,1,0
3,32,66,3115,8,1
1,80,79,2313,5,1
10,40,52,689,3,1
12,63,85,1430,6,1
4,80,96,2607,5,1
3,43,97,1986,8,1
5,54,32,787,3,1
6,42,89,1880,3,1
11,87,90,163,4,1
1,74,83,3011,6,1
1,40,43,1264,5,0
7,43,95,608,9,1
12,80,94,1787,8,1
12,27,70,1948,1,1
8,89,70,2150,8,1
4,81,52,2713,5,1
6,22,76,1804,8,1
12,35,60,1215,3,1
11,25,55,3470,5,1
8,40,49,805,3,1
0,22,42,2081,1,0
7,84,59,1522,2,1
9,90,64,1137,7,1
9,43,76,353,3,1
8,39,90,194,1,1
8,53,65,3431,4,1
9,65,43,2755,8,1
6,91,80,2781,4,1
11,57,55,3553,8,1
11,47,64,1432,2,1
11,56,83,2926,2,1
11,80,95,460,8,1
9,44,94,2396,2,1
2,95,87,2073,3,1
12,62,60,3031,9,1
12,39,33,998,3,1
4,52,54,2266,9,1
12,52,44,2608,3,1
1,58,95,1713,5,1
10,31,90,952,7,1
9,97,36,2134,4,1
2,39,36,882,2,0
9,37,81,1566,6,1
6,93,47,2716,5,1
0,36,85,1450,1,0
2,24,81,1540,1,0
4,83,30,3147,8,1
10,47,34,481,9,1
3,52,84,1246,3,1
2,57,49,3180,2,0
5,58,54,2643,7,1
11,84,99,2147,1,1
5,22,84,1663,3,1
3,96,85,3515,6,1
8,45,73,1723,10,1
10,89,98,2040,10,1
5,54,51,516,1,1
8,38,88,2396,3,1
12,69,45,1846,5,1
10,54,100,1071,5,1
9,30,84,1815,10,1
9,45,53,2594,7,1
1,29,48,1580,4,0
5,65,64,2303,9,1
3,47,31,2562,8,1
1,38,49,2602,10,1
4,55,63,1987,9,1
2,37,36,507,10,1
5,45,95,399,7,1
10,68,49,1048,10,1
7,74,30,2251,8,1
3,27,34,1986,6,0
11,24,61,3092,2,1
3,91,96,1066,6,1
4,49,63,1545,10,1
5,27,30,2503,8,1
10,55,90,3330,9,1
6,93,34,508,1,1
5,46,87,2907,1,1
6,34,81,1547,4,1
8,57,67,1340,10,1
3,58,39,564,1,1
9,95,63,2448,5,1
0,62,62,2254,5,0
8,54,64,1436,3,1
6,70,98,3124,5,1
3,57,35,3554,2,0
9,91,95,1968,6,1
7,54,68,3506,6,1
11,71,91,811,7,1
6,28,48,2317,1,1
11,63,55,1411,8,1
1,27,40,1469,9,0
0,91,93,2988,5,1
8,20,39,2296,3,1
6,44,49,1576,1,1
9,90,85,1093,4,1
0,51,93,2522,1,0
12,81,55,3029,4,1
3,29,50,2027,9,1
4,36,81,229,9,1
4,30,88,3457,8,1
4,66,87,1777,4,1
10,75,59,1105,4,1
2,60,49,2360,5,1
4,35,73,2621,9,1
3,44,99,2683,6,1
4,49,78,904,2,1
6,95,40,906,8,1
4,60,83,191,3,1
7,80,78,1769,2,1
7,68,83,2615,10,1
2,95,72,2374,9,1
4,61,54,2518,7,1
11,82,44,2915,4,1
3,45,52,2150,10,1
4,57,94,3416,2,1
7,47,58,1356,9,1
3,89,64,578,7,1
4,20,92,3523,4,1
6,85,86,1138,4,1
2,61,80,1493,3,1
12,27,84,275,8,1
5,69,39,2112,3,1
8,29,80,774,10,1
10,92,37,778,4,1
3,71,41,3098,1,0
3,30,96,1323,5,1
5,23,32,1803,1,0
5,49,48,1205,7,1
2,56,83,2407,8,1
0,36,41,1301,1,0
2,28,65,932,1,0
7,25,63,2475,2,1
7,88,96,2945,9,1
5,68,83,2086,6,1
6,20,66,3151,1,0
1,37,83,1768,9,1
8,33,50,3178,3,1
2,31,100,1124,1,1
1,87,80,2318,6,1
4,91,76,131,2,1
0,89,90,429,9,1
4,79,99,1982,8,1
9,100,39,735,9,1
3,84,64,990,3,1
11,72,43,2008,2,1
5,58,76,1625,4,1
11,68,89,1987,6,1
4,97,34,1051,8,1
8,21,31,3084,5,1
4,35,96,3194,10,1
12,67,41,3027,10,1
7,64,66,3389,5,1
11,45,57,3095,5,1
12,30,67,826,9,1
1,74,45,2056,3,0
2,32,44,606,3,0
2,46,54,1770,4,1
2,81,70,3474,1,0
5,31,93,975,8,1
6,82,58,1516,6,1
6,22,94,1500,4,1
11,23,95,1094,2,1
6,34,35,285,8,1
11,66,31,2478,5,1
2,97,76,465,6,1
0,43,34,1522,4,0
5,60,73,2848,10,1
2,89,43,3503,9,1
12,94,43,1525,9,1
2,35,88,1788,6,1
2,96,72,968,10,1
8,94,88,1874,8,1
11,76,93,3143,10,1
3,60,89,3215,4,1
4,66,69,1019,1,1
2,65,78,2301,3,0
9,93,90,3408,7,1
12,81,82,2289,3,1
11,55,49,2511,5,1
0,49,99,136,2,1
11,34,88,3584,9,1
3,37,43,3003,6,1
0,48,99,700,8,1
10,77,89,2727,6,1
10,41,74,2374,1,1
6,74,37,452,10,1
6,42,73,959,9,1
3,63,35,1599,5,1
4,89,62,467,5,1
9,79,91,2830,8,1
6,24,53,553,9,1
12,53,89,212,4,1
5,31,65,1730,5,1
12,94,76,121,8,1
3,86,90,2474,5,1
3,60,36,3005,4,0
1,27,76,757,2,0
9,21,34,2577,2,1
1,77,67,2762,5,1
11,56,54,1248,8,1
3,99,38,1309,8,1
4,79,96,2502,2,1
3,60,96,3440,4,1
2,91,91,2176,1,1
10,55,53,455,4,1
1,97,63,3479,5,1
3,95,45,2295,9,1
10,38,86,3259,5,1
4,70,85,549,9,1
0,73,38,2205,2,0
12,96,68,1784,6,1
0,48,49,1859,2,0
5,86,30,620,6,1
4,27,57,2643,1,0
10,80,77,746,3,1
3,75,93,2501,1,1
0,97,91,758,10,1
11,26,90,1850,10,1
6,87,50,685,9,1
3,40,80,2994,7,1
2,64,50,2749,9,1
6,31,84,1984,1,1
1,92,66,1377,3,1
9,26,61,1804,3,1
0,64,80,495,7,1
10,54,83,1641,2,1
3,59,69,314,10,1
12,30,97,2960,10,1
7,61,58,2911,6,1
12,21,36,2558,8,1
5,53,60,943,6,1
8,73,62,2382,4,1
0,99,60,2271,4,1
0,70,93,743,10,1
10,51,97,1882,8,1
4,98,46,1547,9,1
5,93,74,2008,3,1
7,31,51,3455,9,1
2,32,84,735,1,1
5,49,46,923,10,1
2,90,79,210,6,1
7,99,49,1234,1,1
11,64,48,599,2,1
10,89,100,1152,6,1
10,65,37,3441,7,1
3,51,100,1029,5,1
1,55,46,1169,6,1
11,49,79,1038,6,1
8,22,30,755,3,1
9,56,68,3315,1,1
12,99,30,1173,7,1
7,23,65,1660,4,1
5,87,44,2596,2,1
2,62,90,2405,1,0
1,26,84,2495,4,0
12,62,75,706,10,1
3,56,82,2702,9,1
3,85,68,886,4,1
0,65,64,2219,10,1
8,88,31,2839,5,1
9,22,80,3562,9,1
7,54,66,1721,10,1
6,34,98,1482,4,1
5,99,33,316,8,1
2,46,95,330,1,1
3,95,38,422,4,1
1,88,57,2325,6,1
6,72,54,1083,7,1
1,86,96,1075,3,1
9,94,74,570,3,1
0,58,56,2855,10,1
5,25,54,628,9,1
3,33,64,261,3,1
7,23,67,587,6,1
0,35,62,1177,3,0
8,26,42,2381,10,1
5,46,43,2755,7,1
1,86,48,365,8,1
7,22,73,1491,5,1
4,51,51,681,4,1
4,67,80,1632,2,1
4,87,85,635,7,1
6,29,99,2587,3,1
6,20,96,1230,6,1
9,37,73,737,6,1
10,47,76,1342,5,1
6,62,92,1298,1,1
11,99,36,2984,6,1
9,41,69,1261,2,1
1,83,36,2052,8,1
7,49,44,2509,8,1
0,60,71,3425,5,1
12,58,37,3225,4,1
1,93,44,3182,10,1
10,44,73,583,4,1
6,30,45,360,2,1
3,41,99,2300,10,1
10,39,47,790,7,1
9,24,30,2268,10,1
9,41,50,556,1,1
8,100,71,882,3,1
10,37,57,136,3,1
8,98,42,3565,1,1
2,95,52,960,7,1
12,21,61,2730,5,1
12,22,80,3310,4,1
2,63,57,1407,1,0
8,97,57,485,8,1
12,55,74,3366,4,1
9,56,95,165,5,1
11,97,46,1031,10,1
7,42,48,165,8,1
0,72,30,1311,2,0
5,98,56,1782,3,1
6,81,94,2553,2,1
10,90,41,2909,3,1
7,77,43,500,5,1
11,52,35,706,6,1
11,76,50,2209,10,1
1,68,88,1444,10,1
0,57,69,738,2,1
3,95,38,3026,4,1
0,70,87,1464,8,1
1,77,78,3299,6,1
2,43,40,1529,2,0
3,97,86,3473,4,1
11,61,86,2429,6,1
11,90,72,1294,1,1
5,39,89,3008,5,1
7,63,50,1954,4,1
8,73,64,1270,1,1
3,66,42,2588,1,0
0,26,57,509,8,1
4,24,67,1051,9,1
4,71,74,3055,3,1
8,96,45,2315,4,1
5,51,50,3441,8,1
4,46,76,1658,6,1
9,69,49,1333,7,1
9,85,42,631,7,1
4,96,95,1603,5,1
7,57,99,729,9,1
10,75,62,2103,8,1
0,82,74,1142,3,1
4,49,79,262,7,1
0,65,37,2601,3,0
6,89,40,819,9,1
6,86,55,1916,6,1
12,70,52,3569,10,1
9,78,41,1082,3,1
7,78,99,2834,8,1
6,69,43,699,5,1
10,99,66,444,8,1
8,87,93,980,8,1
7,71,56,3412,5,1
7,64,67,1494,1,1
2,28,82,1640,7,1
9,83,79,1405,9,1
3,27,74,2018,4,0
3,68,95,3267,10,1
0,74,39,307,9,1
5,28,32,382,3,1
1,31,81,2037,9,1
8,88,82,909,2,1
0,99,52,803,8,1
0,38,32,2258,6,0
10,27,46,1685,2,1
12,37,44,2291,10,1
9,45,63,2269,1,1
10,62,82,299,4,1
5,45,31,577,9,1
12,98,44,404,7,1
0,33,72,242,8,1
11,26,37,1836,10,1
2,21,64,455,8,1
9,67,86,3059,9,1
1,89,35,3557,7,1
12,92,61,1121,5,1
10,75,76,2561,9,1
8,40,71,2989,6,1
4,94,41,2966,8,1
5,26,72,2364,5,1
1,59,30,2040,4,0
7,46,68,3335,8,1
5,96,97,1941,6,1
10,21,77,2105,7,1
11,32,53,1069,6,1
7,23,87,2120,6,1
7,87,90,2531,7,1
0,45,97,2924,5,1
6,39,42,2472,2,1
1,76,40,2009,9,1
10,46,71,2098,4,1
7,83,75,376,3,1
11,39,56,1274,8,1
1,99,74,1346,8,1
3,23,79,2962,3,0
1,92,69,1523,2,1
12,90,36,543,10,1
6,66,40,1056,1,1
4,39,39,203,10,1
12,60,70,2184,7,1
10,80,77,2989,1,1
12,84,96,2927,10,1
10,92,46,223,6,1
8,59,46,3271,2,1
4,59,62,2514,2,1
10,73,92,438,9,1
7,42,64,2189,1,1
1,84,67,3572,1,0
2,55,99,215,10,1
5,75,83,3054,6,1
10,83,40,243,10,1
6,66,39,2608,1,1
9,61,92,1543,1,1
7,46,96,1629,4,1
2,42,40,799,4,0
6,90,63,785,6,1
7,64,49,850,2,1
9,51,45,2616,9,1
5,58,83,400,2,1
3,73,44,1497,9,1
12,63,65,1033,1,1
5,83,58,883,3,1
8,89,67,1102,2,1
2,25,89,2927,4,0
1,27,31,423,3,0
4,85,71,3180,10,1
6,59,43,438,4,1
2,82,76,2064,4,1
4,61,100,346,8,1
3,96,42,2566,2,1
10,91,34,1066,3,1
6,81,54,2975,4,1
1,93,95,3595,9,1
11,92,76,2142,4,1
10,26,89,438,7,1
12,20,54,3220,6,1
6,62,83,1716,5,1
11,32,30,506,10,1
1,30,69,3065,3,0
2,54,77,518,8,1
4,57,78,547,8,1
6,64,34,1092,5,1
12,70,37,138,8,1
5,34,80,2148,6,1
11,78,48,2953,3,1
6,85,70,1781,7,1
10,33,65,1459,1,1
5,33,35,1325,6,1
12,60,97,2636,3,1
11,43,85,3309,7,1
0,24,89,2964,5,0
4,53,89,3330,6,1
11,51,71,2667,5,1
0,65,56,1947,4,1
6,96,92,855,6,1
3,35,61,3406,2,0
4,41,64,3166,4,1
0,51,74,1098,8,1
7,95,32,2965,3,1
3,60,86,835,9,1
2,41,39,2469,4,0
0,72,44,3012,3,0
3,42,79,211,8,1
2,54,100,3384,3,1
7,62,46,1505,6,1
8,81,31,1263,9,1
11,64,41,3143,6,1
4,76,37,1868,7,1
8,86,32,1697,7,1
0,74,31,2741,9,1
6,50,40,1263,10,1
10,73,99,1421,9,1
6,55,48,1247,6,1
5,54,92,2834,2,1
3,33,91,3139,5,1
12,41,43,1478,7,1
10,34,47,366,4,1
8,91,84,2335,10,1
2,69,44,3066,4,0
10,43,56,1922,2,1
10,61,86,2020,2,1
0,59,83,1731,9,1
1,68,92,1106,2,1
2,90,92,1577,2,1
1,28,44,510,8,1
5,62,59,3422,8,1
12,81,36,787,3,1
6,39,94,1025,3,1
4,38,98,2134,5,1
4,40,97,964,6,1
6,28,51,317,8,1
5,80,94,1491,5,1
11,53,79,704,6,1
7,89,85,2244,7,1
8,52,90,1751,7,1
1,98,70,1621,8,1
11,78,88,2499,8,1
1,90,83,1960,8,1
0,33,44,868,5,0
6,97,87,2611,10,1
10,72,68,979,7,1
3,73,58,1926,6,1
8,63,73,3590,1,1
5,48,76,909,6,1
11,26,51,1348,5,1
6,65,64,2391,10,1
12,88,42,3522,8,1
6,53,74,551,10,1
7,65,88,2795,6,1
3,38,96,780,9,1
2,49,98,2867,5,1
2,27,78,1076,6,1
9,37,73,1616,8,1
7,79,95,561,4,1
11,63,45,2556,10,1
12,71,47,1521,3,1
2,99,82,2196,3,1
7,27,96,3214,2,1
1,32,98,2994,9,1
4,61,44,1190,9,1
4,97,73,2724,2,1
6,39,95,3033,3,1
4,54,84,2092,3,1
8,91,38,157,3,1
2,85,77,1529,8,1
8,68,40,1235,3,1
0,85,61,2641,9,1
2,88,100,158,1,1
3,20,77,1183,9,1
5,70,97,3222,7,1
9,90,56,2348,9,1
7,73,60,3320,9,1
6,45,67,2931,1,1
7,97,85,1185,6,1
5,41,72,1343,9,1
5,68,40,3455,10,1
5,65,58,1729,4,1
2,36,41,1981,3,0
9,79,65,553,1,1
3,27,50,1985,3,0
10,80,77,2324,5,1
5,80,73,513,4,1
12,21,96,872,8,1
6,67,94,2730,5,1
2,65,52,196,7,1
3,80,48,2560,9,1
5,25,56,1704,9,1
0,32,45,1454,3,0
10,48,33,852,4,1
6,82,58,1116,5,1
12,65,43,2288,1,1
10,53,97,1525,6,1
0,34,35,3375,7,0
10,93,51,3365,1,1
12,43,64,1675,7,1
11,22,67,1841,5,1
12,47,62,1365,7,1
11,69,48,3170,2,1
12,95,71,2090,6,1
9,35,61,3338,10,1
10,68,99,2812,10,1
10,61,59,2129,5,1
8,22,68,3395,9,1
9,52,55,1804,6,1
8,20,35,959,3,1
